user_id,item_id
128289511,133277031
125871904,12993091
17264043,224523986
93232203,92700895
84517694,394641126
110007607,145643113
92454730,403415892
3162324,171765659
74405788,323632118
22125304,51219298
87229516,279696217
45519798,317805791
52512070,348349523
70012916,21616363
137413051,39995204
96356617,170483728
142376113,209898502
12730285,195166440
65698133,321485654
125316855,188987983
98798352,259852382
44503140,323006834
96343297,297924931
14735918,309297356
131565054,26848380
111768420,70296685
96356617,229216553
33956784,178908000
116264632,152402987
65886056,221553316
36738292,397619999
72703245,313891623
15381495,149886779
54691351,147735839
142376113,288663424
59567091,140564983
104997704,130035071
81506172,167822567
19338057,311674876
107102683,285835534
18245913,170656413
96343297,278684876
54691351,379579385
138390959,145668358
54691351,404349541
29226661,206712135
125316855,364135368
95721550,170803715
100011562,286297354
98798352,138330683
130499060,224967777
111850848,39091119
120305341,203040432
22841491,227426201
83954147,188978106
72181751,313265085
54691351,384150962
59567091,338237616
44503140,13543209
100397503,43249679
142376113,141496173
68709423,157740204
54691351,340255777
133680584,139267311
93383888,32643649
109597580,181843339
69152695,303205878
99027668,188380493
98832840,120512301
54691351,374148526
138301582,137193955
109613455,292386589
98798352,219859019
124063835,62964370
96343297,144432193
94489517,176058735
96356617,353172572
125316855,184206268
100968525,312979257
72820368,307062641
16711679,104971273
76352172,192537350
81157363,277827970
96356617,251915100
118986002,227595929
7277182,49002319
109613455,95377573
82245480,24469930
83954147,208599979
120305341,362441436
128289511,107232663
189833,2911237
54691351,234201377
124259296,310818983
87942719,36849883
128289511,8303636
87942719,391480307
2896763,340589263
17048049,208382055
128289511,280420675
15642495,62858944
120305341,22022092
83954147,256634084
118095983,104821990
95721550,341556925
109613455,82540475
96343297,128182796
33956784,135290167
28948171,265400515
24029586,27604851
93207382,166859141
128289511,196927450
120305341,74438920
9996155,48340683
17677320,165561606
47735893,87016467
140257001,27139830
72820368,111511724
19704074,140000262
43300693,112822836
14012650,132818455
123963959,326181671
92020710,153322132
59567091,103007323
72295163,110324554
17048049,229101341
125871904,317736613
7277182,365340027
134479240,296583757
120305341,397652066
7956207,385682890
15171548,373541307
83954147,145367127
68961612,28242314
120305341,289899078
15642495,8822143
70503301,134753423
83954147,241142875
36738292,88009290
4286657,165101425
38915660,218520549
99418963,304504864
35941637,192203766
128050388,78848468
81960712,211190134
69255232,139503169
15381495,306804548
59567091,272571680
104732482,108063054
72181751,222242022
128289511,395487695
105313845,213985610
17878712,71887861
17432120,273670148
16711679,345878749
100011562,272986399
94489517,307885486
22841491,44762487
42085231,393778558
2896763,190228780
106937011,345411809
33797179,315600202
134294014,199550385
27820493,391497279
122338823,95875607
118635428,270200836
38699008,239333482
123963959,195200646
19338057,384399922
34795094,121864044
104014368,106445762
109613455,194618301
111768420,111456101
6228124,318326423
87942719,355202109
47735893,339995055
111695487,101459563
83954147,77238010
120305341,220359325
65305165,293797051
17048049,166016258
38699008,343744895
6079735,368246578
40364499,354098170
118986002,72594736
102825286,150511996
83954147,145277061
45519798,207960106
104732482,302010164
39980640,257987646
111850848,378255890
93888171,165430502
14735918,194213497
107857272,244792676
45069561,155604493
72181751,88929080
118986002,54960667
18245913,222938328
87942719,10563085
47106355,162254943
68961612,307687443
45660059,167822567
111768420,144850064
12730285,284444704
87942719,60710911
45616833,327394184
87942719,138330683
125871904,255729783
42085231,305785183
134424507,215125746
109823995,278232176
12730285,29313473
71702944,35747142
128289511,337646104
4755159,351264201
66976532,264469913
90378059,166057443
46010609,134884577
2910556,219769537
138390959,120085259
54691351,82062962
105969268,65374846
61664752,205119792
69152695,374214353
82295636,162437521
139885879,127982235
128289511,101744589
34702432,48329980
46010609,166482902
99288945,159337725
22509276,277344590
24029586,317920037
70012916,156842239
17048049,312837956
45069561,214567325
12730285,5490832
44908934,392172016
104732482,248664568
125316855,374602448
96356617,388933229
111850848,277256628
96343297,144065810
88643555,19018708
15381495,397782259
125316855,325165634
110528286,260854017
111850848,38832141
136571906,357943728
52534043,288470601
2910556,279402340
97291358,201014813
75500533,382113388
99796276,357441294
111695487,361650227
111850848,121782009
116434661,77710289
40974590,25875862
14012650,344399312
10765825,356227492
124992372,349034390
120305341,292894788
12730285,205637622
95721550,263271804
140257001,339487424
28948171,99730977
6177572,106339058
140257001,274780125
122081386,79728788
142073213,249639658
94723090,46400249
111768420,314455583
109613455,260459828
42031986,156612989
81506172,403269997
109613455,183245266
189833,80742453
87942719,185280170
15642495,241179120
112976136,80796732
54691351,310454711
98832840,325230723
48885147,58119703
87942719,140149352
2896763,314552636
128289511,6237807
17677320,264244582
3447448,181483037
106573767,195654330
45519798,191554875
13069552,120427372
98832840,97069558
56279008,19175880
83954147,68510732
127641352,367571270
68961612,267279061
12730285,106681288
118986002,2804064
111850848,172797009
138390959,144624684
111850848,62954417
88643555,133124112
54691351,343671874
91301440,38060008
81328294,132968128
125316855,353915788
12730285,338787885
105805037,177718505
119990802,333028913
14735918,292956489
44503140,55414814
116349225,41550919
87942719,66089865
80945120,201128882
54691351,377426620
81157363,94295806
104997704,334055192
80332039,65587196
54691351,284417223
131785898,42309031
54691351,114714917
72820368,6975016
27840504,75220272
111850848,1391883
134621791,126219377
72703245,264105416
38915660,86460408
25515014,245051277
123963959,326442604
96356617,399031962
87942719,194701908
96343297,232205310
74405788,400203284
116232438,30589824
140257001,215374937
110710438,293123213
128289511,6067420
104732482,198559258
124259296,231088703
75167088,98656648
8886191,330613934
58008140,82641031
30368071,131240872
98367095,133907326
131997583,355398304
56279008,232655414
69152695,23588298
67684356,360970227
123963959,234948427
14735918,341389645
5786807,270325627
131565054,75883157
68711920,382246490
45519798,84019664
2910556,69339912
19338057,377086296
45519798,366026512
111195634,81241783
72076185,224178561
124063835,196267944
22005280,244744584
118986002,323843763
92454730,239403545
93795297,303205878
48885147,397425291
120305341,127861086
138301582,138781972
7277182,65588305
45616833,3553987
136571906,83261906
123963959,209154426
54691351,23292676
124259296,243249090
43300693,73400314
19704074,103835557
29226661,5400429
52610714,42279739
74405788,189681358
40364499,26729824
65305165,379343749
104732482,265023318
3162324,167898663
7277182,192326494
125316855,49907501
98798352,321439400
29420856,400889048
140423268,171936003
69159969,115040319
33173119,93393987
122338823,1519359
109597580,228234743
79359253,375841925
18927299,252606808
24029586,84907912
119627646,377958748
125316855,11534602
98798352,129819343
122338823,119847238
33173119,395809099
130844739,292177886
125577545,27708674
130031214,254266874
15381495,378406897
98832840,148082062
43300693,68454568
15642495,17628245
51013339,210290989
93207382,135743459
140423268,181887111
107857272,160497583
96356617,347772482
31850208,358509143
29420856,95675120
27840504,132865291
105591402,36610373
92984080,124170425
83954147,206665850
72181751,120455531
72181751,98744290
83954147,148600516
71714329,170968016
45069561,145708067
45519798,311539855
75225256,60564198
45069561,30750227
72820368,281400251
17677320,231181550
87942719,345367338
138390959,20273481
128289511,82886875
105313845,289094989
109597580,18336795
128289511,232659061
52512070,274132663
128289511,199118250
140423268,304458092
81328294,321886986
118986002,162944170
125316855,13017276
119990802,66722357
17677320,112581254
6556740,50530558
16010946,342598663
98798352,316555195
6177572,375573215
43300693,262423558
123963959,74794170
98798352,207396501
118986002,154881406
110007607,263775035
104997704,287045289
130987421,62815514
72703245,240098399
24029586,357104534
18245913,115305762
128289511,29763654
107857272,281891945
110007607,64912863
3162324,37993957
96343297,330900915
71702944,117191933
108179658,149402682
96356617,150556586
43300693,322636137
109155337,128425946
99027668,231442133
109613455,213365946
10765825,343761038
87895521,111719135
72076185,76458143
138390959,131879680
118986002,144505393
140257001,198852285
97933481,240344707
128289511,91771268
17677320,249035475
128180595,265826030
20942421,228576407
128289511,166089275
131565054,172456420
140257001,328533061
6228124,360135153
64471307,166976717
72703245,189344359
131785898,254385676
27840504,72873006
125227357,353892706
68961612,367725715
120305341,156297357
42031986,58418192
125316855,251442342
51013339,353369244
98832840,346917040
12730285,262244954
47065920,103231828
48920955,90309346
125577545,36097647
45069561,376439544
138390959,178158276
51013339,310833686
70503301,177520549
125316855,400592167
130216411,113436129
104997704,221528919
138390959,382572636
120305341,321551445
54691351,305687250
22340122,272189701
68285359,240149151
22125304,279321777
96356617,373519017
98832840,193390596
119653720,294167986
36738292,402305651
125064940,172241091
81506172,149069840
36738292,235567472
140502795,335051115
100625191,313891623
72703245,317212594
54691351,16361909
27032913,316067023
48505064,122112256
118986002,276843093
28948171,349769905
128289511,121272422
22005280,240981350
131785898,289142496
93207382,342278512
96356617,217476517
15642495,342653227
38915660,155760837
22841491,217684420
111850848,28827326
122338823,367930526
38915660,214500440
82960193,240980648
96343297,333308532
96356617,45486049
68961612,235412606
124063835,157402071
69452078,75214044
83954147,100095537
98798352,69954705
134424507,166874823
75500533,118493616
81506172,79750204
80332039,159202517
105805037,181448934
81157363,322271513
96343297,81697151
42982005,185658320
45519798,134633443
120305341,215082369
96356617,101276445
83108816,401969150
128180595,195045826
9996155,94788303
44503140,218516149
96356617,129128556
135639209,236509892
81506172,135092955
111850848,388804573
140423268,166111057
116369265,368722459
70012916,262993254
74285031,283579043
123963959,124680944
33173119,157042467
36738292,189633102
124063835,244744584
118986002,34223154
97730927,57522431
24029586,121179482
104732482,376514854
59419662,289863784
111909694,52970958
140423268,262327338
32191955,165623717
