user_id,item_id
27840504,132865291
83954147,206665850
83954147,148600516
120305341,338018239
71714329,170968016
135565094,119796107
72820368,281400251
12730285,339813042
138390959,20273481
128289511,82886875
109597580,18336795
128289511,232659061
128289511,199118250
140423268,304458092
119990802,66722357
74285031,39853824
61664752,313732097
110007607,263775035
72703245,240098399
107857272,281891945
110007607,64912863
108179658,149402682
96356617,150556586
109613455,213365946
10765825,343761038
87895521,111719135
10765825,396697146
138390959,131879680
120305341,154796317
97933481,240344707
30385077,11139546
128289511,166089275
140423268,357522550
72703245,189344359
27840504,72873006
49683822,399672601
125227357,353892706
120305341,156297357
51013339,353369244
98832840,346917040
120305341,99391402
12730285,262244954
101748138,128468754
120305341,175764779
24029586,312858262
138390959,178158276
51013339,310833686
73197087,19031687
130216411,113436129
138390959,382572636
120305341,321551445
120305341,253798929
68285359,240149151
61664752,255715602
96356617,373519017
119653720,294167986
22874532,273950341
36738292,402305651
36738292,235567472
72703245,317212594
27032913,316067023
48505064,122112256
28948171,349769905
22005280,240981350
28975138,121145786
96356617,217476517
82960193,240980648
96356617,45486049
124063835,157402071
69452078,75214044
83954147,100095537
134424507,166874823
75500533,118493616
120305341,143215991
120305341,215082369
76352172,231167384
96356617,101276445
83108816,401969150
128180595,195045826
9996155,94788303
96356617,129128556
135639209,236509892
120305341,273501352
140423268,166111057
70012916,262993254
74285031,283579043
141187200,140507808
36738292,189633102
124063835,244744584
97730927,57522431
12730285,71407254
51099335,332762802
120305341,230735725
104732482,376514854
140423268,262327338
32191955,165623717
